id,year,title
tt0116361,1996,Freeway
tt0116367,1996,From Dusk Till Dawn
tt0116477,1996,Hamlet
tt0116493,1996,Harriet the Spy
tt0116629,1996,Independence Day
tt0116705,1996,Jingle All the Way
tt0116778,1996,Kingpin
tt0116931,1996,Love and Other Catastrophes
tt0116996,1996,Mars Attacks!
tt0117060,1996,Mission: Impossible
tt0117509,1996,Romeo + Juliet
tt0117571,1996,Scream
tt0117589,1996,Secrets & Lies
tt0117603,1996,Set It Off
tt0117705,1996,Space Jam
tt0117723,1996,Spy Hard
tt0117731,1996,Star Trek: First Contact
tt0117765,1996,Striptease
tt0117887,1996,That Thing You Do!
tt0115798,1996,The Cable Guy
tt0115963,1996,The Craft
tt0116209,1996,The English Patient
tt0116277,1996,The Fan
tt0116313,1996,The First Wives Club
tt0116421,1996,The Glimmer Man
tt0116583,1996,The Hunchback of Notre Dame
tt0116908,1996,The Long Kiss Goodnight
tt0117057,1996,The Mirror Has Two Faces
tt0117500,1996,The Rock
tt0117951,1996,Trainspotting
tt0117998,1996,Twister
tt0118113,1996,Walking and Talking
tt0115856,1996,When the Cat&#39;s Away
tt0112384,1995,Apollo 13
tt0112401,1995,Assassins
tt0112462,1995,Batman Forever
tt0112471,1995,Before Sunrise
tt0112573,1995,Braveheart
tt0112641,1995,Casino
tt0112642,1995,Casper
tt0112697,1995,Clueless
tt0112715,1995,Congo
tt0112722,1995,Copycat
tt0112864,1995,Die Hard: With a Vengeance
tt0113101,1995,Four rooms
tt0113321,1995,Home for the holidays
tt0113497,1995,Jumanji
tt0113749,1995,Mallrats
tt0113855,1995,Mortal Kombat
tt0114069,1995,Outbreak
tt0114148,1995,Pocahontas
tt0112130,1995,Pride and Prejudice
tt0114319,1995,Sabrina
tt0114323,1995,Safe
tt0114369,1995,Se7en
tt0114388,1995,Sense and Sensibility
tt0114436,1995,Showgirls
tt0114508,1995,Species
tt0114614,1995,Tank Girl
tt0112346,1995,The American President
tt0112579,1995,The Bridges of Madison County
tt0113416,1995,The Incredibly True Adventures of Two Girls in Love
tt0113957,1995,The Net
tt0114214,1995,The Quick and the Dead
tt0114814,1995,The Usual Suspects
tt0114709,1995,Toy Story
tt0114746,1995,Twelve Monkeys
tt0114898,1995,Waterworld
tt0114906,1995,Welcome to the Dollhouse
tt0109040,1994,Ace Ventura: Pet Detective
tt0109254,1994,Beverly Hills Cop III
tt0109445,1994,Clerks.
tt0109504,1994,Crooklyn
tt0109686,1994,Dumb & Dumber
tt0109707,1994,Ed Wood
tt0109830,1994,Forrest Gump
tt0110322,1994,Legends of the Fall
tt0110367,1994,Little Women
tt0110622,1994,Naked Gun 33 1/3: The Final Insult
tt0110857,1994,Police Academy: Mission to Moscow
tt0110889,1994,Priest
tt0110912,1994,Pulp Fiction
tt0111257,1994,Speed
tt0111282,1994,Stargate
tt0111301,1994,Street Fighter
tt0109446,1994,The Client
tt0110074,1994,The Hudsucker Proxy
tt0110357,1994,The Lion King
tt0110475,1994,The Mask
tt0111070,1994,The Santa Clause
tt0111143,1994,The Shadow
tt0111161,1994,The Shawshank Redemption
tt0111255,1994,The Specialist
tt0111438,1994,Timecop
tt0111503,1994,True Lies
tt0106582,1993,Cliffhanger
tt0106611,1993,Cool Runnings
tt0106677,1993,Dazed and Confused
tt0107007,1993,Gettysburg
tt0107048,1993,Groundhog Day
tt0107120,1993,Hocus Pocus
tt0107290,1993,Jurassic Park
tt0107614,1993,Mrs. Doubtfire
tt0311648,1993,Pieces of April
tt0108052,1993,Schindler&#39;s List
tt0108255,1993,Super Mario Bros.
tt0106226,1993,The Age of Innocence
tt0106977,1993,The Fugitive
tt0112389,1993,The Princess and the Cobbler
tt0107943,1993,The Remains of the Day
tt0108358,1993,Tombstone
tt0104257,1992,A Few Good Men
tt0104694,1992,A League of Their Own
tt0103639,1992,Aladdin
tt0103644,1992,Alien 3
tt0106308,1992,Army of Darkness
tt0103776,1992,Batman Returns
tt0103893,1992,Buffy the Vampire Slayer
tt0104070,1992,Death Becomes Her
tt0104815,1992,El Mariachi
tt0104348,1992,Glengarry Glen Ross
tt0104412,1992,Hero
tt0104431,1992,Home Alone 2: Lost in New York
tt0104797,1992,Malcolm X
tt0104952,1992,My Cousin Vinny
tt0105236,1992,Reservoir Dogs
tt0104036,1992,The Crying Game
tt0104868,1992,The Mighty Ducks
tt0104940,1992,The Muppet Christmas Carol
tt0105151,1992,The Player
tt0105793,1992,Wayne&#39;s World
tt0101414,1991,Beauty and the Beast
tt0101452,1991,Bill & Ted&#39;s Bogus Journey
tt0102057,1991,Hook
tt0102070,1991,Hudson Hawk
tt0102798,1991,Robin Hood: Prince of Thieves
tt0102943,1991,Slacker
tt0102975,1991,Star Trek VI: The Undiscovered Country
tt0103060,1991,Teenage Mutant Ninja Turtles II: The Secret of the Ooze
tt0103064,1991,Terminator 2: Judgement Day
tt0101272,1991,The Addams Family
tt0102510,1991,The Naked Gun 2 1/2: The Smell of Fear
tt0102926,1991,The Silence of the Lambs
tt0103247,1991,White Fang
tt0099088,1990,Back to the Future Part III
tt0099253,1990,Child&#39;s Play 2
tt0099817,1990,Dark Angel (I Come in Peace)
tt0099423,1990,Die Hard 2
tt0099487,1990,Edward Scissorhands
tt0099582,1990,Flatliners
tt0099653,1990,Ghost
tt0099685,1990,Goodfellas
tt0099785,1990,Home Alone
tt0100263,1990,Nikita
tt0100403,1990,Predator 2
tt0100405,1990,Pretty Woman
tt0099810,1990,The Hunt for Red October
tt0100802,1990,Total Recall
tt0100814,1990,Tremors
tt0096874,1989,Back to the Future Part II
tt0096895,1989,Batman
tt0096928,1989,Bill & Ted&#39;s Excellent Adventure
tt0097165,1989,Dead Poets Society
tt0097499,1989,Henry V
tt0097576,1989,Indiana Jones and the Last Crusade
tt0097742,1989,Licence to Kill
tt0097815,1989,Major League
tt0098206,1989,Road House
tt0098724,1989,"Sex, Lies, and Videotape"
tt0098382,1989,Star Trek V: The Final Frontier
tt0096754,1989,The Abyss
tt0098519,1989,Troop Beverly Hills
tt0098546,1989,UHF
tt0094612,1988,Action Jackson
tt0094625,1988,Akira
tt0094721,1988,Beetle Juice
tt0092675,1988,Bloodsport
tt0094862,1988,Child&#39;s Play
tt0094947,1988,Dangerous Liaisons
tt0095016,1988,Die Hard
tt0095631,1988,Midnight Run
tt0095687,1988,My Stepmother Is an Alien
tt0095690,1988,Mystic Pizza
tt0095889,1988,Poltergeist III
tt0095953,1988,Rain Man
tt0096061,1988,Scrooged
tt0095489,1988,The Land Before Time
tt0095497,1988,The Last Temptation of Christ
tt0096256,1988,They Live
tt0096320,1988,Twins
tt0096438,1988,Who Framed Roger Rabbit
tt0096487,1988,Young Guns
tt0092644,1987,Beverly Hills Cop II
tt0092991,1987,Evil Dead II
tt0093010,1987,Fatal Attraction
tt0093105,1987,"Good Morning, Vietnam"
tt0093177,1987,Hellraiser
tt0093409,1987,Lethal Weapon
tt0093773,1987,Predator
tt0093818,1987,Radio Days
tt0093870,1987,RoboCop
tt0094012,1987,Spaceballs
tt0094074,1987,Superman IV: The Quest for Peace
tt0093389,1987,The Last Emperor
tt0093437,1987,The Lost Boys
tt0093779,1987,The Princess Bride
tt0090605,1986,Aliens
tt0090555,1986,Crocodile Dundee
tt0091203,1986,Highlander
tt0091225,1986,Howard The Duck
tt0091419,1986,Little Shop of Horrors
tt0091738,1986,Peggy Sue Got Married
tt0091763,1986,Platoon
tt0092005,1986,Stand By Me
tt0090848,1986,The Clan of the Cave Bear
tt0092099,1986,Top Gun
tt0088763,1985,Back to the Future
tt0088846,1985,Brazil
tt0088944,1985,Commando
tt0088993,1985,Day of the Dead
tt0089457,1985,Ladyhawke
tt0089469,1985,Legend
tt0091578,1985,My Beautiful Laundrette
tt0089893,1985,Red Sonja
tt0089908,1985,Return to Oz
tt0088939,1985,The Color Purple
tt0087800,1984,A nightmare on Elm Street
tt0086879,1984,Amadeus
tt0086960,1984,Beverly Hills Cop
tt0086984,1984,Body Double
tt0087078,1984,Conan the Destroyer
tt0087182,1984,Dune
tt0087298,1984,Friday the 13th Part IV: The Final Chapter
tt0087332,1984,Ghostbusters
tt0087363,1984,Gremlins
tt0087469,1984,Indiana Jones and the Temple of Doom
tt0087928,1984,Police Academy
tt0087995,1984,Repo Man
tt0088161,1984,Splash
tt0088170,1984,Star Trek III: The Search for Spock
tt0087538,1984,The Karate Kid
tt0088247,1984,The Terminator
tt0085549,1983,Flashdance
tt0086190,1983,Star Wars: Episode VI - Return of the Jedi
tt0086393,1983,Superman III
tt0086541,1983,Videodrome
tt0086567,1983,WarGames
tt0083658,1982,Blade Runner
tt0083722,1982,Cat People
tt0082198,1982,Conan the Barbarian
tt0083833,1982,Diner
tt0083866,1982,E.T.: The Extra-Terrestrial
tt0083929,1982,Fast Times at Ridgemont High
tt0083944,1982,First Blood
tt0083972,1982,Friday the 13th Part III
tt0084516,1982,Poltergeist
tt0084522,1982,Porky&#39;s
tt0084726,1982,Star Trek: The Wrath of Khan
tt0083642,1982,The Best Little Whorehouse in Texas
tt0084805,1982,Tootsie
tt0084827,1982,TRON
tt0082096,1981,Das Boot
tt0082340,1981,Escape from New York
tt0082418,1981,Friday the 13th Part 2
tt0082495,1981,Halloween II
tt0082509,1981,Heavy Metal
tt0082517,1981,History of the World: Part I
tt0082971,1981,Raiders of the Lost Ark
tt0083907,1981,The Evil Dead
tt0081633,1981,Time Bandits
tt0080339,1980,Airplane!
tt0080492,1980,Can&#39;t Stop the Music
tt0080716,1980,Fame
tt0080745,1980,Flash Gordon
tt0080761,1980,Friday the 13th
tt0080855,1980,Heaven&#39;s Gate
tt0081375,1980,Private Benjamin
tt0081398,1980,Raging Bull
tt0081534,1980,Somewhere in Time
tt0080684,1980,Star Wars: Episode V - The Empire Strikes Back
tt0081573,1980,Superman II
tt0080455,1980,The Blues Brothers
tt0080749,1980,The Fog
tt0081505,1980,The Shining
tt0078748,1979,Alien
tt0078788,1979,Apocalypse Now
tt0079574,1979,Moonraker
tt0079945,1979,Star Trek: The Motion Picture
tt0078767,1979,The Amityville Horror
tt0077975,1978,Animal House
tt0077402,1978,Dawn of the Dead
tt0077405,1978,Days of Heaven
tt0077631,1978,Grease
tt0077651,1978,Halloween
tt0077713,1978,I Spit on Your Grave
tt0078346,1978,Superman
tt0077416,1978,The Deer Hunter
tt0075784,1977,A Bridge Too Far
tt0075686,1977,Annie Hall
tt0075860,1977,Close Encounters of the Third Kind
tt0074486,1977,Eraserhead
tt0076141,1977,High Anxiety
tt0076245,1977,Julia
tt0076759,1977,Star Wars
tt0074156,1976,Assault on Precinct 13
tt0074512,1976,Family Plot
tt0074812,1976,Logan&#39;s Run
tt0074958,1976,Network
tt0075148,1976,Rocky
tt0075222,1976,Silent Movie
tt0075249,1976,Sparkle
tt0075314,1976,Taxi Driver
tt0072684,1975,Barry Lyndon
tt0073195,1975,Jaws
tt0071853,1975,Monty Python and the Holy Grail
tt0073486,1975,One Flew Over the Cuckoo&#39;s Nest
tt0073629,1975,The Rocky Horror Picture Show
tt0071222,1974,Black Christmas
tt0071230,1974,Blazing Saddles
tt0071360,1974,The Conversation
tt0071562,1974,The Godfather: Part II
tt0072271,1974,The Texas Chain Saw Massacre
tt0072308,1974,The Towering Inferno
tt0072431,1974,Young Frankenstein
tt0069704,1973,American Graffiti
tt0068699,1973,High Plains Drifter
tt0070707,1973,Sleeper
tt0070047,1973,The Exorcist
tt0070735,1973,The Sting
tt0068156,1972,1776
tt0069089,1972,Pink Flamingos
tt0068646,1972,The Godfather
tt0067065,1971,Escape from the Planet of the Apes
tt0067741,1971,Shaft
tt0067800,1971,Straw Dogs
tt0067116,1971,The French Connection
tt0067992,1971,Willy Wonka & the Chocolate Factory
tt0065466,1970,Beyond the Valley of the Dolls
